year,till_id,cctrt_id,product,load_cat,load_ha
2020,notill,mix_M,Fighter 480,Health,0.4584
2020,notill,mix_M,Fighter 480,Total,0.7696000000000001
2020,notill,mix_M,Roundup Flex XXL,Environmental behaviour,0.3132
2020,notill,mix_M,Roundup Flex XXL,Environmental impact,0.0836
2020,notill,mix_M,Roundup Flex XXL,Health,0
2020,notill,mix_M,Roundup Flex XXL,Total,0.3968
2020,notill,mix_M,Stomp CS,Environmental behaviour,0.886
2020,notill,mix_M,Stomp CS,Environmental impact,0.134
2020,notill,mix_M,Stomp CS,Health,0.35
2020,notill,mix_M,Stomp CS,Total,1.37
2020,notill,nocc,Fighter 480,Environmental behaviour,0.2296
2020,notill,nocc,Fighter 480,Environmental impact,0.0816
2020,notill,nocc,Fighter 480,Health,0.4584
2020,notill,nocc,Fighter 480,Total,0.7696000000000001
2020,notill,nocc,Roundup Flex XXL,Environmental behaviour,0.3132
2020,notill,nocc,Roundup Flex XXL,Environmental impact,0.0836
2020,notill,nocc,Roundup Flex XXL,Health,0
2020,notill,nocc,Roundup Flex XXL,Total,0.3968
2020,notill,nocc,Stomp CS,Environmental behaviour,0.886
2020,notill,nocc,Stomp CS,Environmental impact,0.134
2020,notill,nocc,Stomp CS,Health,0.35
2020,notill,nocc,Stomp CS,Total,1.37
2020,notill,rad_L,Fighter 480,Environmental behaviour,0.2296
2020,notill,rad_L,Fighter 480,Environmental impact,0.0816
2020,notill,rad_L,Fighter 480,Health,0.4584
2020,notill,rad_L,Fighter 480,Total,0.7696000000000001
2020,notill,rad_L,Roundup Flex XXL,Environmental behaviour,0.3132
2020,notill,rad_L,Roundup Flex XXL,Environmental impact,0.0836
2020,notill,rad_L,Roundup Flex XXL,Health,0
2020,notill,rad_L,Roundup Flex XXL,Total,0.3968
2020,notill,rad_L,Stomp CS,Environmental behaviour,0.886
2020,notill,rad_L,Stomp CS,Environmental impact,0.134
2020,notill,rad_L,Stomp CS,Health,0.35
2020,notill,rad_L,Stomp CS,Total,1.37
2020,notill,rad_M,Fighter 480,Environmental behaviour,0.2296
2020,notill,rad_M,Fighter 480,Environmental impact,0.0816
2020,notill,rad_M,Fighter 480,Health,0.4584
2020,notill,rad_M,Fighter 480,Total,0.7696000000000001
2020,notill,rad_M,Roundup Flex XXL,Environmental behaviour,0.3132
2020,notill,rad_M,Roundup Flex XXL,Environmental impact,0.0836
2020,notill,rad_M,Roundup Flex XXL,Health,0
2020,notill,rad_M,Roundup Flex XXL,Total,0.3968
2020,notill,rad_M,Stomp CS,Environmental behaviour,0.886
2020,notill,rad_M,Stomp CS,Environmental impact,0.134
2020,notill,rad_M,Stomp CS,Health,0.35
2020,notill,rad_M,Stomp CS,Total,1.37
