plot_id,year,date,date2,dm_type,dm_gm2
3_48_04,2018,15-11-18,2018-11-15,radish,29.41
3_48_04,2018,15-11-18,2018-11-15,volunteer,133.72
3_48_04,2018,15-11-18,2018-11-15,weeds,0
3_48_05,2018,15-11-18,2018-11-15,grass_cl,1.61
3_48_05,2018,15-11-18,2018-11-15,volunteer,187.21
3_48_05,2018,15-11-18,2018-11-15,weeds,0
3_48_06,2018,15-11-18,2018-11-15,volunteer,233.38
3_48_06,2018,15-11-18,2018-11-15,weeds,0
3_49_01,2018,15-11-18,2018-11-15,radish,298.67
3_49_01,2018,15-11-18,2018-11-15,volunteer,93.77
3_49_01,2018,15-11-18,2018-11-15,weeds,1.85
3_49_02,2018,15-11-18,2018-11-15,grass_cl,62.17
3_49_02,2018,15-11-18,2018-11-15,volunteer,188.44
3_49_02,2018,15-11-18,2018-11-15,weeds,7.07
3_49_03,2018,15-11-18,2018-11-15,volunteer,325.72
3_49_03,2018,15-11-18,2018-11-15,weeds,1.97
3_49_05,2018,15-11-18,2018-11-15,grass_cl,1.24
3_49_05,2018,15-11-18,2018-11-15,volunteer,235.23
3_49_05,2018,15-11-18,2018-11-15,weeds,1.96
3_49_06,2018,15-11-18,2018-11-15,radish,37.53
3_49_06,2018,15-11-18,2018-11-15,volunteer,199.63
3_49_06,2018,15-11-18,2018-11-15,weeds,0
3_51_01,2018,15-11-18,2018-11-15,radish,96.12
3_51_01,2018,15-11-18,2018-11-15,volunteer,108.93
3_51_01,2018,15-11-18,2018-11-15,weeds,1.15
3_51_02,2018,15-11-18,2018-11-15,grass_cl,45.9
3_51_02,2018,15-11-18,2018-11-15,volunteer,107
3_51_02,2018,15-11-18,2018-11-15,weeds,2.05
3_51_03,2018,15-11-18,2018-11-15,volunteer,241.46
3_51_03,2018,15-11-18,2018-11-15,weeds,0.19
3_51_05,2018,15-11-18,2018-11-15,grass_cl,3.84
3_51_05,2018,15-11-18,2018-11-15,volunteer,227.42
3_51_05,2018,15-11-18,2018-11-15,weeds,0
3_51_06,2018,15-11-18,2018-11-15,radish,42.56
3_51_06,2018,15-11-18,2018-11-15,volunteer,149.13
3_51_06,2018,15-11-18,2018-11-15,weeds,0.42
3_52_01,2018,15-11-18,2018-11-15,radish,126.11
3_52_01,2018,15-11-18,2018-11-15,volunteer,108.99
3_52_01,2018,15-11-18,2018-11-15,weeds,0.31
3_52_02,2018,15-11-18,2018-11-15,grass_cl,44.89
3_52_02,2018,15-11-18,2018-11-15,volunteer,113.03
3_52_02,2018,15-11-18,2018-11-15,weeds,1.3
3_52_03,2018,15-11-18,2018-11-15,volunteer,167.61
3_52_03,2018,15-11-18,2018-11-15,weeds,1.23
3_52_05,2018,15-11-18,2018-11-15,grass_cl,3.99
3_52_05,2018,15-11-18,2018-11-15,volunteer,193.58
3_52_05,2018,15-11-18,2018-11-15,weeds,0.78
3_52_06,2018,15-11-18,2018-11-15,radish,32.16
3_52_06,2018,15-11-18,2018-11-15,volunteer,140.82
3_52_06,2018,15-11-18,2018-11-15,weeds,0.93
3_53_01,2018,15-11-18,2018-11-15,radish,267.78
3_53_01,2018,15-11-18,2018-11-15,volunteer,76.22
3_53_01,2018,15-11-18,2018-11-15,weeds,0
3_53_02,2018,15-11-18,2018-11-15,grass_cl,1.07
3_53_02,2018,15-11-18,2018-11-15,volunteer,151.93
3_53_02,2018,15-11-18,2018-11-15,weeds,56.65
3_53_04,2018,15-11-18,2018-11-15,volunteer,233.69
3_53_04,2018,15-11-18,2018-11-15,weeds,1.38
3_53_05,2018,15-11-18,2018-11-15,grass_cl,9.88
3_53_05,2018,15-11-18,2018-11-15,volunteer,218.88
3_53_05,2018,15-11-18,2018-11-15,weeds,36.4
3_53_06,2018,15-11-18,2018-11-15,radish,104.34
3_53_06,2018,15-11-18,2018-11-15,volunteer,154.33
3_53_06,2018,15-11-18,2018-11-15,weeds,0.74
3_54_01,2018,15-11-18,2018-11-15,radish,167.77
3_54_01,2018,15-11-18,2018-11-15,volunteer,58.46
3_54_01,2018,15-11-18,2018-11-15,weeds,0.21
3_54_02,2018,15-11-18,2018-11-15,grass_cl,11.44
3_54_02,2018,15-11-18,2018-11-15,volunteer,167.66
3_54_02,2018,15-11-18,2018-11-15,weeds,1.07
3_54_04,2018,15-11-18,2018-11-15,volunteer,179.97
3_54_04,2018,15-11-18,2018-11-15,weeds,0.57
3_54_05,2018,15-11-18,2018-11-15,grass_cl,5.74
3_54_05,2018,15-11-18,2018-11-15,volunteer,168.92
3_54_05,2018,15-11-18,2018-11-15,weeds,0.31
3_54_06,2018,15-11-18,2018-11-15,radish,84.46
3_54_06,2018,15-11-18,2018-11-15,volunteer,91.04
3_54_06,2018,15-11-18,2018-11-15,weeds,0.33
3_55_01,2018,15-11-18,2018-11-15,radish,133.06
3_55_01,2018,15-11-18,2018-11-15,volunteer,136.64
3_55_01,2018,15-11-18,2018-11-15,weeds,0.74
3_55_02,2018,15-11-18,2018-11-15,grass_cl,28.61
3_55_02,2018,15-11-18,2018-11-15,volunteer,123.71
3_55_02,2018,15-11-18,2018-11-15,weeds,3.68
3_55_04,2018,15-11-18,2018-11-15,volunteer,217.23
3_55_04,2018,15-11-18,2018-11-15,weeds,6.99
3_55_05,2018,15-11-18,2018-11-15,grass_cl,4.86
3_55_05,2018,15-11-18,2018-11-15,volunteer,200.49
3_55_05,2018,15-11-18,2018-11-15,weeds,2.8
3_55_06,2018,15-11-18,2018-11-15,radish,87.68
3_55_06,2018,15-11-18,2018-11-15,volunteer,84.1
3_55_06,2018,15-11-18,2018-11-15,weeds,0.77
