station;date;minte;maxte;temp;prec
613500;13-02-2017;-5,8;0,2;-2;0
613500;14-02-2017;-6,4;4,1;-1,9;0
613500;15-02-2017;-2,6;4,2;0,6;0
613500;16-02-2017;-2,3;4,5;2,4;0
613500;17-02-2017;2,2;5,7;3,9;0,2
613500;18-02-2017;1,7;5;3,3;0
613500;19-02-2017;2,4;5,6;4,2;1,5
613500;20-02-2017;3,9;7,5;5,7;0,9
613500;21-02-2017;3,4;7,4;5,7;0
613500;22-02-2017;2,9;8;5,8;7
613500;23-02-2017;0,4;5,9;4;10,8
613500;24-02-2017;-0,8;4,8;1,6;0,3
613500;25-02-2017;-0,5;4,2;1,9;3,3
613500;26-02-2017;4;6,5;5,6;0,3
613500;27-02-2017;6,2;9;7,6;0,8
613500;28-02-2017;2,9;7,7;5;0,3
613500;01-03-2017;2,2;5,7;3,7;0,2
613500;02-03-2017;1,6;6,1;3,6;3,3
613500;03-03-2017;1,1;6,6;4,4;0
613500;04-03-2017;0,9;7,4;4,4;0,7
613500;05-03-2017;3,3;6,1;4,6;3,3
613500;06-03-2017;-0,1;3,5;1,9;0
613500;07-03-2017;-1,4;0,9;-0,5;0
613500;08-03-2017;-1,3;4,7;2,1;2
613500;09-03-2017;3,1;5,5;4,1;1,3
613500;10-03-2017;2,4;7,9;5,3;0
613500;11-03-2017;1,4;8,7;4,2;0
613500;12-03-2017;0,1;5;1,9;0
613500;13-03-2017;-0,5;6,2;2,5;0
613500;14-03-2017;2,5;9,5;6;0
613500;15-03-2017;3,7;9,8;6,3;0
613500;16-03-2017;3,1;11,6;7,3;0
613500;17-03-2017;2,7;8,2;5,3;2,5
613500;18-03-2017;1,8;6,7;4,1;7,3
613500;19-03-2017;-0,7;6,1;2;8,3
613500;20-03-2017;4,7;8,6;6,3;8,1
613500;21-03-2017;2,1;8,6;5,7;2,7
613500;22-03-2017;-0,2;9,8;5,3;0
613500;23-03-2017;-1,2;10,8;4,7;0
613500;24-03-2017;-1,1;8,6;4,1;0
613500;25-03-2017;1,3;10,7;6;0
613500;26-03-2017;1,1;9,5;4,4;0
613500;27-03-2017;3;11,9;6,4;0
613500;28-03-2017;3,2;12,8;6,6;0
613500;29-03-2017;3,3;7,6;5,6;1,2
613500;30-03-2017;5,9;12,1;8,4;4,6
613500;31-03-2017;7,2;17,3;12,1;0
613500;01-04-2017;7,8;15,3;11,1;0,3
613500;02-04-2017;7,9;14;10,2;0,6
613500;03-04-2017;3;10,6;7,4;0
613500;04-04-2017;-0,4;12,2;6,4;0
613500;05-04-2017;3,7;10,6;7;0,5
613500;06-04-2017;2,3;10;6,8;0,3
613500;07-04-2017;7,3;13,6;9,4;0
613500;08-04-2017;6,6;10,3;8,5;0
613500;09-04-2017;3,1;13,8;8,4;0
613500;10-04-2017;5,7;11;9;0,1
613500;11-04-2017;4;10,2;6,5;2,9
613500;12-04-2017;5,6;10,1;7,6;5,4
613500;13-04-2017;5,4;10,1;7,3;0,4
613500;14-04-2017;4,7;8,7;6,7;3,1
613500;15-04-2017;1,6;8,9;5,5;6,2
613500;16-04-2017;0;7,1;3,4;0
613500;17-04-2017;1;4,9;3,5;8,2
613500;18-04-2017;-2;5,6;1,7;0
613500;19-04-2017;-3,6;7,2;2,2;0
613500;20-04-2017;0;7,6;5,3;0
613500;21-04-2017;4,8;11,2;8,4;1,6
613500;22-04-2017;3,5;10,1;6,3;0
613500;23-04-2017;3,6;9,1;6;0
613500;24-04-2017;2,3;9,9;5,8;4,2
613500;25-04-2017;0,9;6,5;3,4;1,5
613500;26-04-2017;-0,4;9;4,1;0
613500;27-04-2017;-0,5;8,6;4,8;0
613500;28-04-2017;3,8;9,3;6,4;5,7
613500;29-04-2017;-0,2;9,1;5,3;1,4
613500;30-04-2017;0,1;10,6;6,1;0
613500;01-05-2017;4,6;11,9;7,8;0
613500;02-05-2017;3,8;13,3;8,6;0
613500;03-05-2017;6,4;12,9;8,1;0
613500;04-05-2017;8,5;14,4;11,4;0
613500;05-05-2017;6,6;13,2;9,3;0,5
613500;06-05-2017;6,9;15,5;10,2;0
613500;07-05-2017;3,6;15,5;10,7;0
613500;08-05-2017;1,8;10,8;7,8;0
613500;09-05-2017;0,7;9,9;6,1;0,1
613500;10-05-2017;4,9;8,4;6,4;9,4
613500;11-05-2017;5,5;13,1;8,5;0,4
613500;12-05-2017;5,2;13;9,2;0
613500;13-05-2017;7,2;18,2;12,1;0
613500;14-05-2017;8;18,3;13,2;0,3
613500;15-05-2017;7,7;18,6;12,5;0
613500;16-05-2017;10;13;11,5;8,9
613500;17-05-2017;12,4;21,2;16,6;0
613500;18-05-2017;14,7;24,2;18,7;0,8
613500;19-05-2017;12,8;24,1;17,4;1
613500;20-05-2017;8,9;15,8;12,9;0
613500;21-05-2017;6;18,3;13,2;0
613500;22-05-2017;6,9;17,5;12,9;0
613500;23-05-2017;7,2;21,5;14,3;1,6
613500;24-05-2017;10,7;17,5;13;0
613500;25-05-2017;9,3;19,6;14,1;0
613500;26-05-2017;11,5;21,5;16,3;0
613500;27-05-2017;8,4;23,2;17,4;0
613500;28-05-2017;15;22,9;18,5;0
613500;29-05-2017;12,8;15,8;14,4;0
613500;30-05-2017;11,5;21,1;15,6;2,4
613500;31-05-2017;10,7;16,3;13,9;0
613500;01-06-2017;8,9;18;13,3;0
613500;02-06-2017;7,2;21,1;14,6;0
613500;03-06-2017;9,1;20,2;15,1;0
613500;04-06-2017;10,5;17,6;14,1;1,3
613500;05-06-2017;9,5;19,2;14,4;0
613500;06-06-2017;10,9;21,7;16,1;7,9
613500;07-06-2017;10,7;15,6;12,4;8,9
613500;08-06-2017;10,6;16,8;13,5;3,2
613500;09-06-2017;12,2;22,6;16,6;4,4
613500;10-06-2017;11,6;19,4;15,1;0
613500;11-06-2017;14,4;22,7;18,6;2,3
613500;12-06-2017;12,7;18;15,1;2,9
613500;13-06-2017;12,6;17,7;14,5;0
613500;14-06-2017;10,9;19,9;15,2;0
613500;15-06-2017;9,2;20,8;16,4;0,1
613500;16-06-2017;12,5;18,7;15,8;3,3
613500;17-06-2017;12,4;20,8;16;0
613500;18-06-2017;11,8;25,1;18,5;0
613500;19-06-2017;15;24,9;19,9;0
613500;20-06-2017;13;18,7;16,4;0
613500;21-06-2017;11,4;17,6;14,3;0
613500;22-06-2017;9,4;20,3;15,6;6,2
613500;23-06-2017;14,4;18,2;16,3;0,4
613500;24-06-2017;12,2;18,9;15,6;2,1
613500;25-06-2017;11,9;18,6;15,1;0
613500;26-06-2017;11,2;18,6;14,4;0
613500;27-06-2017;8,7;17,7;13,2;0
613500;28-06-2017;9,5;20,2;14,7;1,2
613500;29-06-2017;13,1;17,1;15,4;12,4
613500;30-06-2017;14;15,4;14,6;34,3
613500;01-07-2017;13,2;20,5;15,5;1,8
613500;02-07-2017;12,6;18,3;15;0,4
613500;03-07-2017;11,7;17,6;14,1;14,3
613500;04-07-2017;11,3;18,5;14,3;0
613500;05-07-2017;10,5;19,9;14,7;0
613500;06-07-2017;6,3;19,4;14;0
613500;07-07-2017;10,2;20;16,1;0,1
613500;08-07-2017;12,2;22,1;16,4;0,1
613500;09-07-2017;9,4;19,2;14,8;0
613500;10-07-2017;7,3;19,4;13,9;3,7
613500;11-07-2017;8,2;20,8;15,3;0,1
613500;12-07-2017;13;17,2;14,3;2,8
613500;13-07-2017;10,1;18,4;14,5;0
613500;14-07-2017;8,8;19,6;14,5;0
613500;15-07-2017;6,1;21,9;15,2;0
613500;16-07-2017;11,2;18,9;14,9;7,2
613500;17-07-2017;9,8;20,5;15,4;0
613500;18-07-2017;11,3;18,9;15,2;0
613500;19-07-2017;8,6;21,8;16,2;0
613500;20-07-2017;13,2;22;16,8;1,9
613500;21-07-2017;14,9;21,2;17,5;0
613500;22-07-2017;14,8;20,3;16,8;0,4
613500;23-07-2017;12,3;19,2;16,2;11,6
613500;24-07-2017;8,9;22,3;15,7;11,1
613500;25-07-2017;13,9;16,8;15,4;2,7
613500;26-07-2017;12,9;22,7;17,8;0
613500;27-07-2017;10,4;20,3;15,9;1,4
613500;28-07-2017;9;20,5;15,8;0
613500;29-07-2017;11,9;22;16,1;1,8
613500;30-07-2017;11,9;25;18,3;12,7
613500;31-07-2017;10,7;23,1;17,6;0,1
613500;01-08-2017;12,2;23,5;17,8;0,1
613500;02-08-2017;13,8;22,9;18,1;0
613500;03-08-2017;12,8;19,2;16,7;10,5
613500;04-08-2017;15;20,6;17,2;3,7
613500;05-08-2017;14,1;21,3;17,2;0,1
613500;06-08-2017;12,6;21;16,2;0
613500;07-08-2017;9,8;22,5;16,9;0
613500;08-08-2017;11,1;25,1;18;0,1
613500;09-08-2017;15,3;22,5;18,5;0,3
613500;10-08-2017;11,7;21,3;16,8;0
613500;11-08-2017;10,1;18,6;14,8;0,1
613500;12-08-2017;14;17,3;15,3;2,1
613500;13-08-2017;10,9;19,9;15,5;0
613500;14-08-2017;6,4;20,2;14;0
613500;15-08-2017;10,3;25,1;18,8;6,5
613500;16-08-2017;13,5;21,7;17,8;0,5
613500;17-08-2017;10,1;22,9;17;6,2
613500;18-08-2017;15,5;20;17,9;4,6
613500;19-08-2017;13,7;19;16;1,9
613500;20-08-2017;13,2;18,6;15,6;0,4
613500;21-08-2017;13,3;19,6;15,8;1
613500;22-08-2017;10,9;19,2;15,3;0
613500;23-08-2017;9,1;20,5;15;0
613500;24-08-2017;7,8;20,2;14,9;0,1
613500;25-08-2017;13,4;21,4;16,8;0
613500;26-08-2017;10,5;20,6;15,9;0
613500;27-08-2017;11,9;19,4;15,8;0,1
613500;28-08-2017;10,3;20,5;16;0
613500;29-08-2017;14,6;23,9;19,1;0
613500;30-08-2017;14,9;18,8;17,2;8,7
613500;31-08-2017;12,8;16,8;15;6,2
613500;01-09-2017;8,3;18,7;13,9;0
613500;02-09-2017;8,3;17,9;13,3;0
613500;03-09-2017;6;19,3;12,7;0
613500;04-09-2017;7;17,7;13;0
613500;05-09-2017;7,8;19,8;14,8;0
613500;06-09-2017;13,9;16,7;15,6;16,8
613500;07-09-2017;12,3;14,6;13,3;8,6
613500;08-09-2017;12,9;15,9;14,2;6,6
613500;09-09-2017;10,7;15,5;13,7;20,2
613500;10-09-2017;9,4;17,4;13,8;0
613500;11-09-2017;12,7;18,2;14,8;3,2
613500;12-09-2017;12,8;17,1;14,7;0,2
613500;13-09-2017;11,1;14,6;12,7;20,1
613500;14-09-2017;10,5;14;12,3;9,4
613500;15-09-2017;10,9;16,1;12,8;0,2
613500;16-09-2017;7,4;14,5;11,8;1,4
613500;17-09-2017;6,6;16,7;11,1;0
613500;18-09-2017;4,7;16,2;10,4;0
613500;19-09-2017;8;16,9;12,5;2,9
613500;20-09-2017;11,4;16,2;13,3;1,7
613500;21-09-2017;9,4;17;13,2;0,5
613500;22-09-2017;6,5;15,8;10,7;0
613500;23-09-2017;5,9;16,3;11,8;0
613500;24-09-2017;13,4;19,5;15,2;0
613500;25-09-2017;12,6;18,6;14,6;3,7
613500;26-09-2017;12,8;17,5;14,6;0
613500;27-09-2017;12,8;16,9;14,5;7,2
613500;28-09-2017;12,9;15;13,8;0
613500;29-09-2017;12,6;17,1;14,1;0
613500;30-09-2017;11,3;15,4;13,3;0
613500;01-10-2017;11,1;16,3;13,2;6,1
613500;02-10-2017;11,3;16,1;13;13,2
613500;03-10-2017;11;15,3;12,8;1,4
613500;04-10-2017;7,7;12,3;11;5,3
613500;05-10-2017;8,8;12;10,4;2,5
613500;06-10-2017;9,4;14,4;11,2;1,9
613500;07-10-2017;8,4;12,2;10,4;2
613500;08-10-2017;5,7;11,4;9,1;0
613500;09-10-2017;4,4;12,6;8,7;0
613500;10-10-2017;2,4;12,9;8,4;0,4
613500;11-10-2017;11,2;14,3;12,8;0
613500;12-10-2017;10,3;13,8;12,2;2,3
613500;13-10-2017;9;14,5;11,9;0
613500;14-10-2017;13,9;15,8;14,9;0
613500;15-10-2017;12,8;15;14,1;0
613500;16-10-2017;10,7;16,9;13,8;0,1
613500;17-10-2017;11,6;14,8;13,6;0
613500;18-10-2017;11,3;13,6;12,3;3
613500;19-10-2017;11,2;13,1;11,8;0,7
613500;20-10-2017;11,1;12,3;11,8;3
613500;21-10-2017;9,6;13,9;11,7;1
613500;22-10-2017;9,5;13,1;11,3;7,5
613500;23-10-2017;8,5;12,1;9,9;5,6
613500;24-10-2017;8,2;13,1;10,3;7,6
613500;25-10-2017;10,9;14,4;13,1;2
613500;26-10-2017;10,5;13,5;11,6;2,6
613500;27-10-2017;9,2;11;10,2;1
613500;28-10-2017;9,5;11,9;10,6;0,7
613500;29-10-2017;4,2;10,4;8;8,9
613500;30-10-2017;2;8,7;5,8;0,4
613500;31-10-2017;1,6;9,7;7,2;0
613500;01-11-2017;9,5;13,1;11,6;0,5
613500;02-11-2017;9,3;11,5;10,4;1,9
613500;03-11-2017;6,6;10,3;9,1;0,2
613500;04-11-2017;8,5;11,4;9,5;0
613500;05-11-2017;6;11,2;9,5;0,1
613500;06-11-2017;0,3;9,4;5,4;0
613500;07-11-2017;-0,8;9,2;3,5;0
613500;08-11-2017;0,9;9,4;5,8;0
613500;09-11-2017;5,9;8,9;7,5;0,9
613500;10-11-2017;4,9;9;6,7;3,1
613500;11-11-2017;4,1;6,6;5;0
613500;12-11-2017;2,1;7,2;5,4;0
613500;13-11-2017;-0,5;6,6;3,4;0
613500;14-11-2017;-0,7;8,4;5,4;2,9
613500;15-11-2017;1,6;8,9;6,3;0,1
613500;16-11-2017;0,3;9,1;5,9;2
613500;17-11-2017;4,6;8,5;6,4;0
613500;18-11-2017;4,4;7;5,7;3,4
613500;19-11-2017;0,4;6,3;4,4;1,4
613500;20-11-2017;0,1;5,7;3,2;0,2
613500;21-11-2017;1,1;4,6;3,3;0,3
613500;22-11-2017;3,8;10,1;7,6;9,9
613500;23-11-2017;7,1;10,9;8,7;0,3
613500;24-11-2017;3,3;7,8;6,4;1,2
613500;25-11-2017;-0,1;6;3;0
613500;26-11-2017;2,8;6,1;4,7;1,9
613500;27-11-2017;3,5;6,2;5;8,8
613500;28-11-2017;3,7;5,9;4,7;6,7
613500;29-11-2017;-0,1;5;2,7;1,1
613500;30-11-2017;-1,2;5;1,1;0
613500;01-12-2017;-0,1;3,4;1,9;0
613500;02-12-2017;-0,6;3,9;2;0,1
613500;03-12-2017;2,6;6,8;4,5;4,2
613500;04-12-2017;2,4;5,1;3,6;0
613500;05-12-2017;2,8;8,4;7,2;0,3
613500;06-12-2017;6,8;8,7;7,9;0
613500;07-12-2017;4,9;8,7;6,2;3,5
613500;08-12-2017;2,3;6,3;4,1;0
613500;09-12-2017;1,2;4,9;3;0
613500;10-12-2017;-1,1;2;1;0,9
613500;11-12-2017;-1;0,5;0;2,9
613500;12-12-2017;-0,2;2,8;1;1,9
613500;13-12-2017;1,4;2,8;2;5,9
613500;14-12-2017;0,6;5;2,8;3,6
613500;15-12-2017;0,9;4;3;0,1
613500;16-12-2017;-1,7;2,7;1;0
613500;17-12-2017;-0,8;2,3;0,6;0
613500;18-12-2017;0,3;3,3;1,6;0
613500;19-12-2017;2,1;4,1;3;0
613500;20-12-2017;2,3;6,5;4,5;0
613500;21-12-2017;3,4;6,9;5,2;0
613500;22-12-2017;4;5,6;4,8;0
613500;23-12-2017;5;9,5;7,5;0
613500;24-12-2017;7,2;9,4;8,2;1,4
613500;25-12-2017;5,9;8,2;7,3;0,2
613500;26-12-2017;3,4;6,1;5;0,3
613500;27-12-2017;2,1;4,6;3,8;5,2
613500;28-12-2017;2,9;4,4;3,7;0
613500;29-12-2017;0,4;4,2;2,9;0
613500;30-12-2017;0,5;4,2;2,2;5
613500;31-12-2017;1;7,9;4,3;3
613500;01-01-2018;4,3;7,4;5,7;5,8
613500;02-01-2018;2,8;5,7;4,4;0
613500;03-01-2018;0,8;6;3,3;17,7
613500;04-01-2018;0,1;4,4;3;4,6
613500;05-01-2018;0,3;3,5;2,4;4,3
613500;06-01-2018;-1,5;2,7;0,4;2,7
613500;07-01-2018;-4,5;1,5;-1,8;0
613500;08-01-2018;-4,9;3;-1,7;0
613500;09-01-2018;0,1;4,3;2,3;0
613500;10-01-2018;1,2;3,4;2;14,7
613500;11-01-2018;1,7;3,4;2,6;1,8
613500;12-01-2018;0,7;2,3;1,7;0,4
613500;13-01-2018;-1;1,9;0,6;0
613500;14-01-2018;-2,2;0,1;-0,9;0
613500;15-01-2018;-1,7;2,4;0,3;3,3
613500;16-01-2018;0,8;3,7;2,3;5,8
613500;17-01-2018;0,9;2,1;1,3;0,1
613500;18-01-2018;0,2;2,1;1,1;3
613500;19-01-2018;0,1;2,7;1,5;0,4
613500;20-01-2018;0,3;2;1,4;0
613500;21-01-2018;-2,6;2,4;-0,2;0
613500;22-01-2018;-1,1;0,3;-0,2;0,6
613500;23-01-2018;-0,3;5;1,5;2,1
613500;24-01-2018;4,9;10,5;7,7;2,9
613500;25-01-2018;4,4;6,3;5,5;0,2
613500;26-01-2018;2,4;4,9;3,5;0,1
613500;27-01-2018;3;5,9;4,5;0,2
613500;28-01-2018;3,5;6,9;5,4;0,2
613500;29-01-2018;4,1;7,9;6,4;0,3
613500;30-01-2018;3,2;5,8;4,4;0
613500;31-01-2018;2,2;6,1;3,7;5,1
613500;01-02-2018;1,6;3,5;2,7;1,9
613500;02-02-2018;-2,3;3,1;1,9;6,5
613500;03-02-2018;-3,4;-0,9;-2;0
613500;04-02-2018;-3,2;0,9;-0,8;0
613500;05-02-2018;-5,3;-1,2;-3,2;0
613500;06-02-2018;-6,8;-1,9;-3,9;0
613500;07-02-2018;-5,5;-0,5;-2,4;0
613500;08-02-2018;-3,9;1,4;-1,5;0
613500;09-02-2018;-3,5;0;-1,8;0
613500;10-02-2018;-4,6;0,8;-1,7;0
613500;11-02-2018;-0,5;2,8;0,9;2,2
613500;12-02-2018;0,9;3,1;2;0,5
613500;13-02-2018;-0,6;1,4;0,6;0
613500;14-02-2018;-1,9;3,4;0,4;0
613500;15-02-2018;-1,3;0,8;-0,4;0,6
613500;16-02-2018;0,4;4,8;2,4;1
613500;17-02-2018;1;4,2;2,3;0,8
613500;18-02-2018;0,2;3,3;1,7;0
613500;19-02-2018;-0,2;3,5;1;2,9
613500;20-02-2018;-0,7;3,5;1;0
613500;21-02-2018;-0,5;3,1;0,8;0,9
613500;22-02-2018;-2,3;2,1;-0,2;1
613500;23-02-2018;-4,1;1,9;-1,2;0
613500;24-02-2018;-3,8;-0,5;-1,8;0
613500;25-02-2018;-6,2;-2;-4;0
613500;26-02-2018;-7,7;-0,8;-4,4;0
613500;27-02-2018;-8,3;-4,1;-6,2;0,1
613500;28-02-2018;-9,4;-5,5;-7,6;0,2
613500;01-03-2018;-7,9;-3,4;-5,6;0,1
613500;02-03-2018;-6,2;-2,6;-4,4;0,3
613500;03-03-2018;-4,7;-0,5;-2,9;0,2
613500;04-03-2018;-4,8;-0,7;-2,7;0
613500;05-03-2018;-2,5;2,5;-0,5;1,4
613500;06-03-2018;-3,2;6,4;1,7;0
613500;07-03-2018;-0,3;2;0,4;3,2
613500;08-03-2018;-1,1;2;0,2;7,8
613500;09-03-2018;-0,9;1,9;0,6;0,2
613500;10-03-2018;-1,6;1,9;0;4,5
613500;11-03-2018;0,8;4,7;2,8;4
613500;12-03-2018;2,5;5,4;4;11,1
613500;13-03-2018;1,1;3,4;2,1;5,5
613500;14-03-2018;0,6;3,6;1,8;0
613500;15-03-2018;-0,6;1,3;0,3;0
613500;16-03-2018;-4,5;-0,2;-1,9;0,1
613500;17-03-2018;-5,4;-1;-3,5;0,1
613500;18-03-2018;-4,9;0,9;-2,1;0,6
613500;19-03-2018;-6,4;2,7;-1,2;0
613500;20-03-2018;-2,5;4,2;1;0,3
613500;21-03-2018;-2,6;5,7;1,3;0,9
613500;22-03-2018;-0,2;2,8;1,1;5,1
613500;23-03-2018;-0,2;1,9;0,8;0
613500;24-03-2018;1,1;4,8;2,8;0
613500;25-03-2018;2,7;5,7;4;0,4
613500;26-03-2018;0,7;6,4;3,5;0
613500;27-03-2018;0,9;5,6;3,1;0
613500;28-03-2018;-1,7;0,9;-0,2;1
613500;29-03-2018;-0,6;0,7;0,2;0,9
613500;30-03-2018;-3,3;4,3;0,6;0
613500;31-03-2018;-0,9;2,1;0,5;0,3
613500;01-04-2018;0,1;2,3;1;0,1
613500;02-04-2018;-1,2;6,4;2,3;0
613500;03-04-2018;0,4;8,6;4,1;4,5
613500;04-04-2018;7,3;11,7;9,2;1,3
613500;05-04-2018;2,8;9,9;6,3;1,2
613500;06-04-2018;1,9;9,9;5,3;0
613500;07-04-2018;3,7;13,4;7,9;0
613500;08-04-2018;5,1;17,7;11,5;0
613500;09-04-2018;7,4;17,5;11,9;0
613500;10-04-2018;4,8;11,8;7,9;0
613500;11-04-2018;2,9;11,3;6,3;0
613500;12-04-2018;4,1;13,8;8,3;0
613500;13-04-2018;7,6;14,8;10,7;0,5
613500;14-04-2018;6,4;11,2;8,3;0,2
613500;15-04-2018;4,6;8,8;7;0,7
613500;16-04-2018;2,8;14,5;8,7;0
613500;17-04-2018;5,7;14,7;9,4;0
613500;18-04-2018;6,5;19,7;12,9;0
613500;19-04-2018;6,2;21,3;14,6;0
613500;20-04-2018;10,5;23,9;16,4;0
613500;21-04-2018;7,2;17;11,7;0
613500;22-04-2018;3,2;16,4;10,5;0
613500;23-04-2018;7,9;15,9;11,9;0
613500;24-04-2018;7,4;13,3;9,7;0,1
613500;25-04-2018;5,7;12,1;8;11
613500;26-04-2018;6;11,6;8,3;14,1
613500;27-04-2018;6,7;12,9;9,4;1,1
613500;28-04-2018;7,1;16;10,9;2,1
613500;29-04-2018;7,2;15,4;10,6;0
613500;30-04-2018;7,9;16,7;10,7;10,4
613500;01-05-2018;6,1;10,4;8,2;2,5
613500;02-05-2018;4,4;13,4;9,3;0
613500;03-05-2018;5,4;13,1;9;0
613500;04-05-2018;1,9;12,9;8,1;0
613500;05-05-2018;2,9;17,5;10,9;5,3
613500;06-05-2018;4,7;19,4;13,4;0
613500;07-05-2018;7,4;21,8;15,4;0
613500;08-05-2018;7,6;22,9;15,9;0
613500;09-05-2018;9,2;22,9;16,1;0
613500;10-05-2018;10,5;23,5;16,2;7,1
613500;11-05-2018;8,7;16,6;12,1;0,2
613500;12-05-2018;6,4;18,6;12,8;0
613500;13-05-2018;8;23,2;15,4;0
613500;14-05-2018;11,2;25,1;18,1;0
613500;15-05-2018;10,4;23,2;17,2;0
613500;16-05-2018;10,3;24;17,8;0
613500;17-05-2018;9,9;19,4;14,2;0
613500;18-05-2018;8,5;18,8;14,2;0
613500;19-05-2018;9,5;19,2;14,5;0
613500;20-05-2018;6,5;20,4;14,2;0
613500;21-05-2018;6,6;19,5;13,8;0
613500;22-05-2018;9,3;22,7;15,6;0
613500;23-05-2018;7,3;24,7;16,7;0
613500;24-05-2018;9,7;22,7;16,8;0
613500;25-05-2018;11,1;22,5;16,8;0
613500;26-05-2018;11,9;24,7;17,6;0,2
613500;27-05-2018;12,1;21,7;16,3;0,7
613500;28-05-2018;13,3;21,4;16,6;5,3
613500;29-05-2018;14,7;25,9;20,4;0
613500;30-05-2018;14,4;26,8;20,7;0
613500;31-05-2018;15,4;23,1;19;0
613500;01-06-2018;13,6;26,6;19,9;0
613500;02-06-2018;11,8;26,9;20,4;0
613500;03-06-2018;13,1;24,3;18,6;0
613500;04-06-2018;14,4;23,3;18,7;0
613500;05-06-2018;13,2;24,1;18,5;0
613500;06-06-2018;9,8;21,4;16,2;0
613500;07-06-2018;9,5;23,6;17,2;0
613500;08-06-2018;10;27,5;19,6;0
613500;09-06-2018;12,1;27,2;20,3;0
613500;10-06-2018;15,7;24,9;18,9;0,1
613500;11-06-2018;11,2;19,1;15,2;0
613500;12-06-2018;12,9;18,7;15,1;0,1
613500;13-06-2018;12;19;15;0
613500;14-06-2018;10,9;21,1;15,9;1,1
613500;15-06-2018;11;20,4;15,9;0
613500;16-06-2018;9;20,8;15,5;0,5
613500;17-06-2018;12,5;19,9;16,1;7
613500;18-06-2018;10,5;18,8;15,5;0
613500;19-06-2018;12;20,3;16,6;0
613500;20-06-2018;10,7;23,6;17,2;0
613500;21-06-2018;10,5;17;13,5;0,2
613500;22-06-2018;9,5;18,4;13,3;0
613500;23-06-2018;9,8;17,8;13,8;0
613500;24-06-2018;11,4;19,3;14,6;0
613500;25-06-2018;9,8;23,3;16,6;0
613500;26-06-2018;12,6;25,7;19,4;0
613500;27-06-2018;11,9;23,9;18,6;0
613500;28-06-2018;8,5;26,6;19;0
613500;29-06-2018;11;23,6;18,5;0
613500;30-06-2018;8,3;23,4;16,9;0
613500;01-07-2018;10,2;22,8;16,7;0
613500;02-07-2018;9,1;23,2;17,6;0
613500;03-07-2018;10,3;24,5;18,1;0
613500;04-07-2018;9,7;21,2;16,6;0
613500;05-07-2018;14,6;19,6;16,4;0,1
613500;06-07-2018;13;21,8;17,1;0
613500;07-07-2018;12,2;24,3;17,7;0
613500;08-07-2018;14,5;24,2;18,9;0
613500;09-07-2018;12,6;19,8;16,1;0
613500;10-07-2018;10,6;20;15,7;0,3
613500;11-07-2018;15,3;26;19,6;0
613500;12-07-2018;14,4;28,2;21,9;0
613500;13-07-2018;15,3;26,7;20,5;0
613500;14-07-2018;13,6;20,4;16;0
613500;15-07-2018;11,6;24,6;18,5;0
613500;16-07-2018;10,9;28,4;21;0
613500;17-07-2018;13,7;29,1;21,7;1
613500;18-07-2018;17,3;25,2;20,5;0
613500;19-07-2018;13,9;23,2;18,8;0
613500;20-07-2018;11,7;24,2;18,3;0
613500;21-07-2018;10;26,2;19,4;0
613500;22-07-2018;15,6;27;21,3;0
613500;23-07-2018;14,4;26,7;20,7;0
613500;24-07-2018;16,8;29,4;23,2;0
613500;25-07-2018;15,5;32;24,8;0
613500;26-07-2018;19,3;31,1;25,3;0
613500;27-07-2018;17,2;30,2;24,1;0
613500;28-07-2018;18,3;29,4;23,4;14,2
613500;29-07-2018;0;24,4;19,8;0
613500;30-07-2018;19,6;29,6;24,4;0
613500;31-07-2018;20,2;31,7;25,5;0
613500;01-08-2018;16,4;25,8;21,4;1,1
613500;02-08-2018;12,7;26,3;20,7;0
613500;03-08-2018;14,3;28,4;22,2;0
613500;04-08-2018;17,4;25,6;21,4;0
613500;05-08-2018;17,1;23;19,4;0
613500;06-08-2018;15,6;25,1;19,8;0
613500;07-08-2018;13,8;31,1;23,3;0
613500;08-08-2018;19,6;30,1;25;0
613500;09-08-2018;14,9;26,5;21,1;3,7
613500;10-08-2018;13,8;21,8;19,1;0
613500;11-08-2018;13,1;19;15,8;11
613500;12-08-2018;13,2;17,9;14,5;12,5
613500;13-08-2018;15,4;20,9;18;6,2
613500;14-08-2018;15,5;21,2;18,5;4
613500;15-08-2018;15,5;21,9;18,6;1,7
613500;16-08-2018;16;25,6;20,7;0
613500;17-08-2018;14;20,9;17,7;2,1
613500;18-08-2018;9,7;21,8;17;0
613500;19-08-2018;17,3;21;19,1;0
613500;20-08-2018;15;20,6;18,2;0,6
613500;21-08-2018;12,7;20,4;16,4;0
613500;22-08-2018;12,7;25,1;19,7;0
613500;23-08-2018;14;22,7;18,5;0
613500;24-08-2018;13,6;18,9;16,4;7,3
613500;25-08-2018;10,8;17,2;13,6;4,4
613500;26-08-2018;11,6;18,7;14,4;0,5
613500;27-08-2018;13;19,1;15,2;5,8
613500;28-08-2018;12,8;18,9;16;0
613500;29-08-2018;12,6;21,5;16,7;0
613500;30-08-2018;14,4;16,9;15,8;22,9
613500;31-08-2018;13,7;18,5;15,6;5,6
613500;01-09-2018;11,8;18,5;15,1;0
613500;02-09-2018;12;20,7;16,3;0
613500;03-09-2018;13,6;21,5;17,4;0
613500;04-09-2018;12,3;22,1;16,7;0
