DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
25-01-2024 11:00;6;6.2;5.7
25-01-2024 12:00;6.3;6.5;6
25-01-2024 13:00;6.2;6.5;5.7
25-01-2024 14:00;6.3;6.6;6
25-01-2024 15:00;5.9;6.3;5.2
25-01-2024 16:00;4.3;5.2;3.3
25-01-2024 17:00;3.5;3.9;2.9
25-01-2024 18:00;3.2;3.9;2.6
25-01-2024 19:00;3;3.5;2.3
25-01-2024 20:00;3.1;3.4;2.9
25-01-2024 21:00;2.7;3.3;2.1
25-01-2024 22:00;2.4;2.9;1.6
25-01-2024 23:00;2.9;3.3;1.8
26-01-2024 00:00;3.4;3.7;3.1
26-01-2024 01:00;3.3;3.6;2.9
26-01-2024 02:00;3;3.2;2.7
26-01-2024 03:00;2.9;3.1;2.7
26-01-2024 04:00;2.9;3.1;2.6
26-01-2024 05:00;3.2;3.4;2.8
26-01-2024 06:00;3.4;3.7;3.2
26-01-2024 07:00;3.7;3.8;3.4
26-01-2024 08:00;3.8;4.1;3.6
26-01-2024 09:00;4.1;4.3;3.9
26-01-2024 10:00;4.5;4.7;4.2
26-01-2024 11:00;5;5.4;4.5
26-01-2024 12:00;6.1;7;5.3
26-01-2024 13:00;7.4;7.9;6.8
26-01-2024 14:00;7.6;7.9;7.1
26-01-2024 15:00;6.2;7.3;5
26-01-2024 16:00;5.3;5.6;5.1
26-01-2024 17:00;5.4;5.7;5.1
26-01-2024 18:00;5.4;5.6;5.1
26-01-2024 19:00;5.3;5.6;4.8
26-01-2024 20:00;5;5.3;4.8
26-01-2024 21:00;5;5.2;4.8
26-01-2024 22:00;4.8;5;4.5
26-01-2024 23:00;4.7;4.9;4.4
27-01-2024 00:00;4.6;4.8;4.3
27-01-2024 01:00;4.5;4.9;4.3
27-01-2024 02:00;4.3;4.5;4
27-01-2024 03:00;4.2;4.5;3.9
27-01-2024 04:00;4.2;4.5;4
27-01-2024 05:00;4.6;4.9;4.3
27-01-2024 06:00;5;5.2;4.7
27-01-2024 07:00;5;5.2;4.8
27-01-2024 08:00;5.1;5.4;4.9
27-01-2024 09:00;5.4;5.6;5.1
27-01-2024 10:00;5.6;5.8;5.4
27-01-2024 11:00;5.6;5.9;5.4
27-01-2024 12:00;5.7;5.9;5.4
27-01-2024 13:00;5.6;5.8;5.3
27-01-2024 14:00;5.7;5.9;5.4
27-01-2024 15:00;5.8;6;5.5
27-01-2024 16:00;5.7;5.9;5.5
27-01-2024 17:00;5.7;6;5.4
27-01-2024 18:00;5.7;6;5.3
27-01-2024 19:00;5.4;5.6;5.2
27-01-2024 20:00;5.5;5.7;5.2
27-01-2024 21:00;5.1;5.5;4.5
27-01-2024 22:00;4.2;4.7;3.9
27-01-2024 23:00;3.8;4.2;3.4
28-01-2024 00:00;3.5;3.7;3.2
28-01-2024 01:00;3.3;3.6;3.1
28-01-2024 02:00;3.1;3.4;2.8
28-01-2024 03:00;3.3;3.5;2.9
28-01-2024 04:00;3.6;4;3.4
28-01-2024 05:00;3.5;3.8;3.3
28-01-2024 06:00;3;3.5;2.1
28-01-2024 07:00;1.6;2.3;1
28-01-2024 08:00;1.2;1.5;1
28-01-2024 09:00;2.1;2.8;1.3
28-01-2024 10:00;3.2;3.6;2.7
28-01-2024 11:00;3.8;4.1;3.4
28-01-2024 12:00;4.5;5.2;3.9
28-01-2024 13:00;5.2;5.5;5
28-01-2024 14:00;4.8;5.1;4.5
28-01-2024 15:00;4.5;4.9;4.1
28-01-2024 16:00;4;4.3;3.5
28-01-2024 17:00;3.6;3.8;3.3
28-01-2024 18:00;3.6;3.8;3.4
28-01-2024 19:00;3.8;4;3.5
28-01-2024 20:00;3.5;3.7;3.2
28-01-2024 21:00;3.4;3.7;3.1
28-01-2024 22:00;3.3;3.5;3.1
28-01-2024 23:00;3.3;3.5;2.9
29-01-2024 00:00;3.3;3.5;3
29-01-2024 01:00;3.3;3.5;3.1
29-01-2024 02:00;3.3;3.6;2.9
29-01-2024 03:00;2.7;3;2.2
29-01-2024 04:00;2.3;2.6;2.1
29-01-2024 05:00;2.4;2.7;2.1
29-01-2024 06:00;2.4;2.9;1.9
29-01-2024 07:00;2.2;2.6;1.9
29-01-2024 08:00;2.4;2.7;2.1
29-01-2024 09:00;3.2;3.8;2.5
29-01-2024 10:00;4.1;4.6;3.7
29-01-2024 11:00;5;5.3;4.5
29-01-2024 12:00;5.9;6.6;5
29-01-2024 13:00;6.1;6.3;5.7
29-01-2024 14:00;5.5;5.9;5.3
29-01-2024 15:00;4.9;5.5;4.1
29-01-2024 16:00;3.8;4.2;3.4
29-01-2024 17:00;2.6;3.4;2.2
29-01-2024 18:00;2.3;2.7;1.9
29-01-2024 19:00;1.8;2.1;1.5
29-01-2024 20:00;2.5;3.2;1.7
29-01-2024 21:00;3.2;3.5;2.9
29-01-2024 22:00;3.7;4;3.4
29-01-2024 23:00;3.8;4.1;3.5
30-01-2024 00:00;4;4.2;3.8
30-01-2024 01:00;4.3;4.5;4
30-01-2024 02:00;4.3;4.6;4
30-01-2024 03:00;4.3;4.5;4.1
30-01-2024 04:00;4.1;4.4;3.9
30-01-2024 05:00;4.3;4.6;4.1
30-01-2024 06:00;4.6;4.8;4.4
30-01-2024 07:00;4.9;5.3;4.5
30-01-2024 08:00;5.5;5.8;5.1
30-01-2024 09:00;5.3;5.8;5
30-01-2024 10:00;5.6;6.1;5
30-01-2024 11:00;5;5.4;4.6
30-01-2024 12:00;4.8;5;4.6
30-01-2024 13:00;4.9;5.2;4.6
30-01-2024 14:00;5.2;5.5;5
30-01-2024 15:00;5.5;5.7;5.2
30-01-2024 16:00;5.6;5.8;5.4
30-01-2024 17:00;6.1;6.9;5.4
30-01-2024 18:00;6.8;7.2;6.4
30-01-2024 19:00;6.6;6.9;6.3
30-01-2024 20:00;6.6;6.9;6.3
30-01-2024 21:00;6.5;6.7;6.2
30-01-2024 22:00;6.3;6.5;6.1
30-01-2024 23:00;6.2;6.4;5.9
31-01-2024 00:00;6;6.2;5.7
31-01-2024 01:00;5.8;6;5.5
31-01-2024 02:00;5.4;6.1;4.5
31-01-2024 03:00;4.7;4.9;4.3
31-01-2024 04:00;4.5;4.8;4.1
31-01-2024 05:00;4.3;4.6;4
31-01-2024 06:00;3.8;4.3;3.4
31-01-2024 07:00;3.3;3.7;2.6
31-01-2024 08:00;2.9;3.3;2.5
31-01-2024 09:00;3.4;3.7;3
31-01-2024 10:00;4.3;4.9;3.4
31-01-2024 11:00;4.9;5.4;4.6
31-01-2024 12:00;5.1;5.4;4.8
31-01-2024 13:00;5.1;5.4;4.8
31-01-2024 14:00;4.8;5.1;4.5
31-01-2024 15:00;4.4;4.7;4
31-01-2024 16:00;3.9;4.2;3.7
31-01-2024 17:00;3.9;4.1;3.7
31-01-2024 18:00;4;4.2;3.8
31-01-2024 19:00;4.1;4.3;3.8
31-01-2024 20:00;4.5;4.9;4
31-01-2024 21:00;4.9;5.2;4.7
31-01-2024 22:00;5.1;5.4;4.8
31-01-2024 23:00;4.8;5.1;4.6
01-02-2024 00:00;4.7;4.9;4.4
